bedrooms,bathrooms,sqft_living,sqft_lot,sqft_living15,sqft_lot15,condition,grade,view,waterfront
0.6774021493321546,0.17896267804791682,-0.29027559767852407,-0.1449515771541771,-0.4739108140280969,-0.12979094463782645,-0.6260004861423077,-0.5576114606547388,-0.3069636866532479,-0.08378769440435992
-0.3941320985964968,0.5056668168561931,-0.5218128420220478,-0.31113528252885125,-0.38591932436369697,-0.3390190266827976,0.9088417283306415,-0.5576114606547388,-0.3069636866532479,-0.08378769440435992
0.6774021493321546,0.5056668168561931,-0.3895058452543199,-0.16045724836241546,-0.16594060020269702,-0.1960681631738111,-0.6260004861423077,0.29634962832415923,-0.3069636866532479,-0.08378769440435992
-1.465666346525148,0.17896267804791682,-0.9187338323252313,-0.3647869654636693,-1.0898512416788968,-0.4450254462459551,-0.6260004861423077,-0.5576114606547388,-0.3069636866532479,-0.08378769440435992
-0.3941320985964968,-0.1477414607603594,-0.8746315000693221,-0.038936057730407946,-0.576567551969897,-0.17319602501237324,-0.6260004861423077,-0.5576114606547388,-0.3069636866532479,-0.08378769440435992
0.6774021493321546,1.8124833720892979,0.5807454643756843,-0.2515852628719624,0.02470762740350295,-0.22335878257098124,-0.6260004861423077,0.29634962832415923,-0.3069636866532479,-0.08378769440435992
-1.465666346525148,-1.4545580159934643,-1.1171943274768232,-0.1974957121455496,-0.19527109675749701,-0.16502740424043116,0.9088417283306415,-1.4115725496336369,-0.3069636866532479,-0.08378769440435992
-0.3941320985964968,-0.1477414607603594,0.06254306036875022,0.5228998327435175,1.2859189792599026,1.144513895785139,0.9088417283306415,0.29634962832415923,-0.3069636866532479,-0.08378769440435992
-0.3941320985964968,-1.4545580159934643,-1.1061687444128459,-0.22417989050391326,-0.9725292554596968,-0.17880266926947896,-0.6260004861423077,-0.5576114606547388,-0.3069636866532479,-0.08378769440435992
-0.3941320985964968,0.17896267804791682,-1.1855529424734825,-0.3612067523441591,-1.4447502499919767,-0.4316586122555044,-0.6260004861423077,-0.5576114606547388,-0.3069636866532479,-0.08378769440435992
1.7489363972608059,0.5056668168561931,0.4815152167998884,-0.17560232256581104,-0.209936345034897,-0.15834398724520582,0.9088417283306415,-0.5576114606547388,-0.3069636866532479,-0.08378769440435992
1.7489363972608059,1.4857792332810218,2.0912503441405774,-0.17614321807307518,0.7873005378283028,-0.1678864215106109,-0.6260004861423077,1.1503107173030573,2.3138287268113267,-0.08378769440435992
0.6774021493321546,1.8124833720892979,2.212531757844328,-0.010757977494838589,3.0750792691027025,-0.023079053280728463,-0.6260004861423077,3.7121939842397516,2.3138287268113267,-0.08378769440435992
0.6774021493321546,0.17896267804791682,-0.23514768235863745,-0.20264709792901747,0.010042379126102953,-0.14104136324645578,-0.6260004861423077,0.29634962832415923,-0.3069636866532479,-0.08378769440435992
0.6774021493321546,-0.47444559956863563,-0.7423245033015942,-0.16725707759659308,-0.8258767726856969,-0.16246542772559477,-0.6260004861423077,-0.5576114606547388,-0.3069636866532479,-0.08378769440435992
0.6774021493321546,0.5056668168561931,1.3415106957901195,-0.22809494369934885,1.7992026689689027,-0.24990680007979302,-0.6260004861423077,1.1503107173030573,-0.3069636866532479,-0.08378769440435992
0.6774021493321546,0.5056668168561931,-0.13150720155725062,-0.2522291860948959,-0.07208301122733703,-0.28722254496980115,-0.6260004861423077,0.29634962832415923,-0.3069636866532479,-0.08378769440435992
-0.3941320985964968,0.5056668168561931,-0.30130118074250134,-0.2445793782064461,-0.48857606230549694,-0.24957262923003173,-0.6260004861423077,0.29634962832415923,-0.3069636866532479,-0.08378769440435992
0.6774021493321546,0.5056668168561931,-0.04771277027102298,-0.17431447611994408,-0.31259308297669697,-0.17319602501237324,-0.6260004861423077,-0.5576114606547388,-0.3069636866532479,-0.08378769440435992
-0.3941320985964968,-0.47444559956863563,-0.8195035847494354,0.5581353115024378,-0.48857606230549694,0.8303932970095479,0.9088417283306415,-0.5576114606547388,-0.3069636866532479,-0.08378769440435992
-3.608734842382451,-2.761374571226569,-0.6651454218537529,-0.35772956694031827,-0.7525505312986969,-0.42092801496872595,-0.6260004861423077,0.29634962832415923,2.3138287268113267,-0.08378769440435992
-0.3941320985964968,-0.1477414607603594,0.029466311176818263,0.42968550699166597,-0.180605848480097,0.21225148514003944,-0.6260004861423077,0.29634962832415923,-0.3069636866532479,-0.08378769440435992
-0.3941320985964968,0.5056668168561931,-0.6651454218537529,-0.2625319576618317,-0.7085547864664969,-0.3100575530368211,-0.6260004861423077,-0.5576114606547388,-0.3069636866532479,-0.08378769440435992
0.6774021493321546,-0.47444559956863563,-0.34540351299841066,-0.24499148906912352,-0.44458031747329696,-0.28039060759690415,0.9088417283306415,-0.5576114606547388,-0.3069636866532479,-0.08378769440435992
-1.465666346525148,-1.4545580159934643,-1.1282199105408004,-0.17122364464986334,-0.9431987589048969,-0.18879066466789904,0.9088417283306415,-1.4115725496336369,-0.3069636866532479,-0.08378769440435992
0.6774021493321546,0.8323709556644693,0.21690122326443273,-0.19298824958501518,-0.341923579531497,-0.1847434843763459,0.9088417283306415,-0.5576114606547388,-0.3069636866532479,-0.08378769440435992
